unique_reaction_id,original_reaction_id,source,reactant_0_fg_counts,reactant_0_num_atoms,reactant_0_num_bonds,reactant_0_MolWt,reactant_0_NumHDonors,reactant_0_NumHAcceptors,reactant_0_atom_features,reactant_0_bond_features,reactant_1_fg_counts,reactant_1_num_atoms,reactant_1_num_bonds,reactant_1_MolWt,reactant_1_NumHDonors,reactant_1_NumHAcceptors,reactant_1_atom_features,reactant_1_bond_features,product_0_num_atoms,product_0_num_bonds,product_0_MolWt,product_0_NumHDonors,product_0_NumHAcceptors,product_0_atom_features,product_0_bond_features,product_1_num_atoms,product_1_num_bonds,product_1_MolWt,product_1_NumHDonors,product_1_NumHAcceptors,product_1_atom_features,product_1_bond_features
10,rxn_16,ZEUS,"{'Hydroxyl': 0, 'Carbonyl': 0, 'Amine': 0, 'Carboxylic Acid': 0, 'Ester': 0, 'Ether': 0, 'Aromatic Ring': 0, 'Alkene': 1, 'Alkyne': 0, 'Halogen': 0, 'Nitro': 0, 'Sulfonyl': 0}",3,2,42.080999999999996,0,0,"{'atom_type_counts': {6: 3}, 'num_bonds_counts': {1: 2, 2: 1}, 'formal_charge_counts': {0: 3}, 'chirality_counts': {'unspecified': 3}, 'num_hydrogens_counts': {2: 1, 1: 1, 3: 1}, 'hybridization_counts': {'SP2': 2, 'SP3': 1}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.12011)}","{'bond_type_counts': {'double': 1, 'single': 1}, 'conjugated_bond_count': 0, 'ring_bond_count': 0, 'stereo_counts': {'none': 2}}","{'Hydroxyl': 1, 'Carbonyl': 0, 'Amine': 0, 'Carboxylic Acid': 0, 'Ester': 0, 'Ether': 0, 'Aromatic Ring': 0, 'Alkene': 0, 'Alkyne': 0, 'Halogen': 0, 'Nitro': 0, 'Sulfonyl': 0}",5,4,73.115,1,1,"{'atom_type_counts': {6: 4, 8: 1}, 'num_bonds_counts': {1: 3, 3: 1, 2: 1}, 'formal_charge_counts': {0: 5}, 'chirality_counts': {'unspecified': 5}, 'num_hydrogens_counts': {2: 2, 1: 2, 3: 1}, 'hybridization_counts': {'SP3': 5}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.12808599999999998)}","{'bond_type_counts': {'single': 4}, 'conjugated_bond_count': 0, 'ring_bond_count': 0, 'stereo_counts': {'none': 4}}",3,2,41.07299999999999,0,0,"{'atom_type_counts': {6: 3}, 'num_bonds_counts': {1: 2, 2: 1}, 'formal_charge_counts': {0: 3}, 'chirality_counts': {'unspecified': 3}, 'num_hydrogens_counts': {2: 2, 1: 1}, 'hybridization_counts': {'SP3': 1, 'SP2': 2}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.12011)}","{'bond_type_counts': {'single': 1, 'double': 1}, 'conjugated_bond_count': 0, 'ring_bond_count': 0, 'stereo_counts': {'none': 2}}",5,4,74.12299999999999,1,1,"{'atom_type_counts': {6: 4, 8: 1}, 'num_bonds_counts': {1: 3, 3: 1, 2: 1}, 'formal_charge_counts': {0: 5}, 'chirality_counts': {'unspecified': 5}, 'num_hydrogens_counts': {3: 2, 1: 2, 2: 1}, 'hybridization_counts': {'SP3': 5}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.12808599999999998)}","{'bond_type_counts': {'single': 4}, 'conjugated_bond_count': 0, 'ring_bond_count': 0, 'stereo_counts': {'none': 4}}"
11,rxn_18,ZEUS,"{'Hydroxyl': 0, 'Carbonyl': 0, 'Amine': 0, 'Carboxylic Acid': 0, 'Ester': 0, 'Ether': 0, 'Aromatic Ring': 0, 'Alkene': 1, 'Alkyne': 0, 'Halogen': 0, 'Nitro': 0, 'Sulfonyl': 0}",3,2,42.080999999999996,0,0,"{'atom_type_counts': {6: 3}, 'num_bonds_counts': {1: 2, 2: 1}, 'formal_charge_counts': {0: 3}, 'chirality_counts': {'unspecified': 3}, 'num_hydrogens_counts': {2: 1, 1: 1, 3: 1}, 'hybridization_counts': {'SP2': 2, 'SP3': 1}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.12011)}","{'bond_type_counts': {'double': 1, 'single': 1}, 'conjugated_bond_count': 0, 'ring_bond_count': 0, 'stereo_counts': {'none': 2}}","{'Hydroxyl': 1, 'Carbonyl': 0, 'Amine': 0, 'Carboxylic Acid': 0, 'Ester': 0, 'Ether': 0, 'Aromatic Ring': 0, 'Alkene': 0, 'Alkyne': 0, 'Halogen': 0, 'Nitro': 0, 'Sulfonyl': 0}",5,4,73.115,1,1,"{'atom_type_counts': {6: 4, 8: 1}, 'num_bonds_counts': {1: 3, 3: 1, 2: 1}, 'formal_charge_counts': {0: 5}, 'chirality_counts': {'unspecified': 5}, 'num_hydrogens_counts': {3: 2, 1: 3}, 'hybridization_counts': {'SP3': 5}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.12808599999999998)}","{'bond_type_counts': {'single': 4}, 'conjugated_bond_count': 0, 'ring_bond_count': 0, 'stereo_counts': {'none': 4}}",3,2,41.07299999999999,0,0,"{'atom_type_counts': {6: 3}, 'num_bonds_counts': {1: 2, 2: 1}, 'formal_charge_counts': {0: 3}, 'chirality_counts': {'unspecified': 3}, 'num_hydrogens_counts': {2: 2, 1: 1}, 'hybridization_counts': {'SP3': 1, 'SP2': 2}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.12011)}","{'bond_type_counts': {'single': 1, 'double': 1}, 'conjugated_bond_count': 0, 'ring_bond_count': 0, 'stereo_counts': {'none': 2}}",5,4,74.12299999999999,1,1,"{'atom_type_counts': {6: 4, 8: 1}, 'num_bonds_counts': {1: 3, 3: 1, 2: 1}, 'formal_charge_counts': {0: 5}, 'chirality_counts': {'unspecified': 5}, 'num_hydrogens_counts': {3: 2, 1: 2, 2: 1}, 'hybridization_counts': {'SP3': 5}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.12808599999999998)}","{'bond_type_counts': {'single': 4}, 'conjugated_bond_count': 0, 'ring_bond_count': 0, 'stereo_counts': {'none': 4}}"
12,rxn_30,ZEUS,"{'Hydroxyl': 0, 'Carbonyl': 1, 'Amine': 0, 'Carboxylic Acid': 0, 'Ester': 0, 'Ether': 0, 'Aromatic Ring': 0, 'Alkene': 0, 'Alkyne': 0, 'Halogen': 0, 'Nitro': 0, 'Sulfonyl': 0}",5,4,72.107,0,1,"{'atom_type_counts': {6: 4, 8: 1}, 'num_bonds_counts': {1: 3, 3: 1, 2: 1}, 'formal_charge_counts': {0: 5}, 'chirality_counts': {'unspecified': 5}, 'num_hydrogens_counts': {3: 2, 1: 2, 0: 1}, 'hybridization_counts': {'SP3': 3, 'SP2': 2}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.12808599999999998)}","{'bond_type_counts': {'single': 3, 'double': 1}, 'conjugated_bond_count': 0, 'ring_bond_count': 0, 'stereo_counts': {'none': 4}}","{'Hydroxyl': 0, 'Carbonyl': 0, 'Amine': 0, 'Carboxylic Acid': 0, 'Ester': 0, 'Ether': 0, 'Aromatic Ring': 0, 'Alkene': 0, 'Alkyne': 0, 'Halogen': 0, 'Nitro': 0, 'Sulfonyl': 0}",1,0,1.008,0,0,"{'atom_type_counts': {1: 1}, 'num_bonds_counts': {0: 1}, 'formal_charge_counts': {0: 1}, 'chirality_counts': {'unspecified': 1}, 'num_hydrogens_counts': {0: 1}, 'hybridization_counts': {'S': 1}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.01008)}","{'bond_type_counts': {}, 'conjugated_bond_count': 0, 'ring_bond_count': 0, 'stereo_counts': {}}",5,4,71.099,0,1,"{'atom_type_counts': {6: 4, 8: 1}, 'num_bonds_counts': {1: 3, 3: 1, 2: 1}, 'formal_charge_counts': {0: 5}, 'chirality_counts': {'unspecified': 5}, 'num_hydrogens_counts': {3: 2, 0: 2, 1: 1}, 'hybridization_counts': {'SP3': 3, 'SP2': 2}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.12808599999999998)}","{'bond_type_counts': {'single': 3, 'double': 1}, 'conjugated_bond_count': 0, 'ring_bond_count': 0, 'stereo_counts': {'none': 4}}",2,1,2.016,0,0,"{'atom_type_counts': {1: 2}, 'num_bonds_counts': {1: 2}, 'formal_charge_counts': {0: 2}, 'chirality_counts': {'unspecified': 2}, 'num_hydrogens_counts': {0: 2}, 'hybridization_counts': {'S': 2}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.01008)}","{'bond_type_counts': {'single': 1}, 'conjugated_bond_count': 0, 'ring_bond_count': 0, 'stereo_counts': {'none': 1}}"
13,rxn_31,ZEUS,"{'Hydroxyl': 0, 'Carbonyl': 0, 'Amine': 0, 'Carboxylic Acid': 0, 'Ester': 0, 'Ether': 0, 'Aromatic Ring': 0, 'Alkene': 1, 'Alkyne': 0, 'Halogen': 0, 'Nitro': 0, 'Sulfonyl': 0}",4,3,56.10799999999999,0,0,"{'atom_type_counts': {6: 4}, 'num_bonds_counts': {1: 3, 3: 1}, 'formal_charge_counts': {0: 4}, 'chirality_counts': {'unspecified': 4}, 'num_hydrogens_counts': {2: 1, 0: 1, 3: 2}, 'hybridization_counts': {'SP2': 2, 'SP3': 2}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.12011)}","{'bond_type_counts': {'double': 1, 'single': 2}, 'conjugated_bond_count': 0, 'ring_bond_count': 0, 'stereo_counts': {'none': 3}}","{'Hydroxyl': 0, 'Carbonyl': 0, 'Amine': 0, 'Carboxylic Acid': 0, 'Ester': 0, 'Ether': 0, 'Aromatic Ring': 0, 'Alkene': 1, 'Alkyne': 0, 'Halogen': 0, 'Nitro': 0, 'Sulfonyl': 0}",4,3,57.072,0,0,"{'atom_type_counts': {6: 3, 8: 1}, 'num_bonds_counts': {1: 2, 2: 2}, 'formal_charge_counts': {0: 4}, 'chirality_counts': {'unspecified': 4}, 'num_hydrogens_counts': {3: 1, 1: 2, 0: 1}, 'hybridization_counts': {'SP3': 1, 'SP2': 3}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.13008)}","{'bond_type_counts': {'single': 2, 'double': 1}, 'conjugated_bond_count': 2, 'ring_bond_count': 0, 'stereo_counts': {'none': 3}}",4,3,55.099999999999994,0,0,"{'atom_type_counts': {6: 4}, 'num_bonds_counts': {1: 3, 3: 1}, 'formal_charge_counts': {0: 4}, 'chirality_counts': {'unspecified': 4}, 'num_hydrogens_counts': {2: 2, 0: 1, 3: 1}, 'hybridization_counts': {'SP3': 2, 'SP2': 2}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.12011)}","{'bond_type_counts': {'single': 2, 'double': 1}, 'conjugated_bond_count': 0, 'ring_bond_count': 0, 'stereo_counts': {'none': 3}}",4,3,58.080000000000005,1,1,"{'atom_type_counts': {6: 3, 8: 1}, 'num_bonds_counts': {1: 2, 2: 2}, 'formal_charge_counts': {0: 4}, 'chirality_counts': {'unspecified': 4}, 'num_hydrogens_counts': {3: 1, 1: 3}, 'hybridization_counts': {'SP3': 1, 'SP2': 3}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.13008)}","{'bond_type_counts': {'single': 2, 'double': 1}, 'conjugated_bond_count': 2, 'ring_bond_count': 0, 'stereo_counts': {'none': 3}}"
14,rxn_32,ZEUS,"{'Hydroxyl': 0, 'Carbonyl': 0, 'Amine': 0, 'Carboxylic Acid': 0, 'Ester': 0, 'Ether': 0, 'Aromatic Ring': 0, 'Alkene': 1, 'Alkyne': 0, 'Halogen': 0, 'Nitro': 0, 'Sulfonyl': 0}",4,3,56.108000000000004,0,0,"{'atom_type_counts': {6: 4}, 'num_bonds_counts': {1: 2, 2: 2}, 'formal_charge_counts': {0: 4}, 'chirality_counts': {'unspecified': 4}, 'num_hydrogens_counts': {3: 2, 1: 2}, 'hybridization_counts': {'SP3': 2, 'SP2': 2}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.12011)}","{'bond_type_counts': {'single': 2, 'double': 1}, 'conjugated_bond_count': 0, 'ring_bond_count': 0, 'stereo_counts': {'none': 3}}","{'Hydroxyl': 1, 'Carbonyl': 0, 'Amine': 0, 'Carboxylic Acid': 0, 'Ester': 0, 'Ether': 0, 'Aromatic Ring': 0, 'Alkene': 0, 'Alkyne': 0, 'Halogen': 0, 'Nitro': 0, 'Sulfonyl': 0}",2,1,33.006,1,1,"{'atom_type_counts': {8: 2}, 'num_bonds_counts': {1: 2}, 'formal_charge_counts': {0: 2}, 'chirality_counts': {'unspecified': 2}, 'num_hydrogens_counts': {0: 1, 1: 1}, 'hybridization_counts': {'SP3': 2}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.15999)}","{'bond_type_counts': {'single': 1}, 'conjugated_bond_count': 0, 'ring_bond_count': 0, 'stereo_counts': {'none': 1}}",4,3,55.099999999999994,0,0,"{'atom_type_counts': {6: 4}, 'num_bonds_counts': {1: 2, 2: 2}, 'formal_charge_counts': {0: 4}, 'chirality_counts': {'unspecified': 4}, 'num_hydrogens_counts': {2: 1, 1: 2, 3: 1}, 'hybridization_counts': {'SP3': 2, 'SP2': 2}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.12011)}","{'bond_type_counts': {'single': 2, 'double': 1}, 'conjugated_bond_count': 0, 'ring_bond_count': 0, 'stereo_counts': {'none': 3}}",2,1,34.014,2,2,"{'atom_type_counts': {8: 2}, 'num_bonds_counts': {1: 2}, 'formal_charge_counts': {0: 2}, 'chirality_counts': {'unspecified': 2}, 'num_hydrogens_counts': {1: 2}, 'hybridization_counts': {'SP3': 2}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.15999)}","{'bond_type_counts': {'single': 1}, 'conjugated_bond_count': 0, 'ring_bond_count': 0, 'stereo_counts': {'none': 1}}"
15,rxn_33,ZEUS,"{'Hydroxyl': 2, 'Carbonyl': 0, 'Amine': 0, 'Carboxylic Acid': 0, 'Ester': 0, 'Ether': 0, 'Aromatic Ring': 0, 'Alkene': 0, 'Alkyne': 0, 'Halogen': 0, 'Nitro': 0, 'Sulfonyl': 0}",2,1,34.014,2,2,"{'atom_type_counts': {8: 2}, 'num_bonds_counts': {1: 2}, 'formal_charge_counts': {0: 2}, 'chirality_counts': {'unspecified': 2}, 'num_hydrogens_counts': {1: 2}, 'hybridization_counts': {'SP3': 2}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.15999)}","{'bond_type_counts': {'single': 1}, 'conjugated_bond_count': 0, 'ring_bond_count': 0, 'stereo_counts': {'none': 1}}","{'Hydroxyl': 0, 'Carbonyl': 0, 'Amine': 0, 'Carboxylic Acid': 0, 'Ester': 0, 'Ether': 0, 'Aromatic Ring': 0, 'Alkene': 1, 'Alkyne': 0, 'Halogen': 0, 'Nitro': 0, 'Sulfonyl': 0}",4,3,55.10000000000001,0,0,"{'atom_type_counts': {6: 4}, 'num_bonds_counts': {1: 2, 2: 2}, 'formal_charge_counts': {0: 4}, 'chirality_counts': {'unspecified': 4}, 'num_hydrogens_counts': {3: 2, 0: 1, 1: 1}, 'hybridization_counts': {'SP3': 2, 'SP2': 2}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.12011)}","{'bond_type_counts': {'single': 2, 'double': 1}, 'conjugated_bond_count': 0, 'ring_bond_count': 0, 'stereo_counts': {'none': 3}}",2,1,33.006,1,1,"{'atom_type_counts': {8: 2}, 'num_bonds_counts': {1: 2}, 'formal_charge_counts': {0: 2}, 'chirality_counts': {'unspecified': 2}, 'num_hydrogens_counts': {0: 1, 1: 1}, 'hybridization_counts': {'SP3': 2}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.15999)}","{'bond_type_counts': {'single': 1}, 'conjugated_bond_count': 0, 'ring_bond_count': 0, 'stereo_counts': {'none': 1}}",4,3,56.108000000000004,0,0,"{'atom_type_counts': {6: 4}, 'num_bonds_counts': {1: 2, 2: 2}, 'formal_charge_counts': {0: 4}, 'chirality_counts': {'unspecified': 4}, 'num_hydrogens_counts': {3: 2, 1: 2}, 'hybridization_counts': {'SP3': 2, 'SP2': 2}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.12011)}","{'bond_type_counts': {'single': 2, 'double': 1}, 'conjugated_bond_count': 0, 'ring_bond_count': 0, 'stereo_counts': {'none': 3}}"
16,rxn_34,ZEUS,"{'Hydroxyl': 0, 'Carbonyl': 0, 'Amine': 0, 'Carboxylic Acid': 0, 'Ester': 0, 'Ether': 0, 'Aromatic Ring': 0, 'Alkene': 1, 'Alkyne': 0, 'Halogen': 0, 'Nitro': 0, 'Sulfonyl': 0}",4,3,56.10799999999999,0,0,"{'atom_type_counts': {6: 4}, 'num_bonds_counts': {1: 2, 2: 2}, 'formal_charge_counts': {0: 4}, 'chirality_counts': {'unspecified': 4}, 'num_hydrogens_counts': {2: 2, 1: 1, 3: 1}, 'hybridization_counts': {'SP2': 2, 'SP3': 2}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.12011)}","{'bond_type_counts': {'double': 1, 'single': 2}, 'conjugated_bond_count': 0, 'ring_bond_count': 0, 'stereo_counts': {'none': 3}}","{'Hydroxyl': 1, 'Carbonyl': 0, 'Amine': 0, 'Carboxylic Acid': 0, 'Ester': 0, 'Ether': 0, 'Aromatic Ring': 0, 'Alkene': 0, 'Alkyne': 0, 'Halogen': 0, 'Nitro': 0, 'Sulfonyl': 0}",2,1,33.006,1,1,"{'atom_type_counts': {8: 2}, 'num_bonds_counts': {1: 2}, 'formal_charge_counts': {0: 2}, 'chirality_counts': {'unspecified': 2}, 'num_hydrogens_counts': {0: 1, 1: 1}, 'hybridization_counts': {'SP3': 2}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.15999)}","{'bond_type_counts': {'single': 1}, 'conjugated_bond_count': 0, 'ring_bond_count': 0, 'stereo_counts': {'none': 1}}",4,3,55.099999999999994,0,0,"{'atom_type_counts': {6: 4}, 'num_bonds_counts': {1: 2, 2: 2}, 'formal_charge_counts': {0: 4}, 'chirality_counts': {'unspecified': 4}, 'num_hydrogens_counts': {2: 1, 1: 2, 3: 1}, 'hybridization_counts': {'SP2': 2, 'SP3': 2}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.12011)}","{'bond_type_counts': {'double': 1, 'single': 2}, 'conjugated_bond_count': 0, 'ring_bond_count': 0, 'stereo_counts': {'none': 3}}",2,1,34.014,2,2,"{'atom_type_counts': {8: 2}, 'num_bonds_counts': {1: 2}, 'formal_charge_counts': {0: 2}, 'chirality_counts': {'unspecified': 2}, 'num_hydrogens_counts': {1: 2}, 'hybridization_counts': {'SP3': 2}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.15999)}","{'bond_type_counts': {'single': 1}, 'conjugated_bond_count': 0, 'ring_bond_count': 0, 'stereo_counts': {'none': 1}}"
17,rxn_35,ZEUS,"{'Hydroxyl': 2, 'Carbonyl': 0, 'Amine': 0, 'Carboxylic Acid': 0, 'Ester': 0, 'Ether': 0, 'Aromatic Ring': 0, 'Alkene': 0, 'Alkyne': 0, 'Halogen': 0, 'Nitro': 0, 'Sulfonyl': 0}",2,1,34.014,2,2,"{'atom_type_counts': {8: 2}, 'num_bonds_counts': {1: 2}, 'formal_charge_counts': {0: 2}, 'chirality_counts': {'unspecified': 2}, 'num_hydrogens_counts': {1: 2}, 'hybridization_counts': {'SP3': 2}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.15999)}","{'bond_type_counts': {'single': 1}, 'conjugated_bond_count': 0, 'ring_bond_count': 0, 'stereo_counts': {'none': 1}}","{'Hydroxyl': 0, 'Carbonyl': 0, 'Amine': 0, 'Carboxylic Acid': 0, 'Ester': 0, 'Ether': 0, 'Aromatic Ring': 0, 'Alkene': 1, 'Alkyne': 0, 'Halogen': 0, 'Nitro': 0, 'Sulfonyl': 0}",4,3,55.099999999999994,0,0,"{'atom_type_counts': {6: 4}, 'num_bonds_counts': {1: 2, 2: 2}, 'formal_charge_counts': {0: 4}, 'chirality_counts': {'unspecified': 4}, 'num_hydrogens_counts': {1: 2, 2: 1, 3: 1}, 'hybridization_counts': {'SP2': 2, 'SP3': 2}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.12011)}","{'bond_type_counts': {'double': 1, 'single': 2}, 'conjugated_bond_count': 0, 'ring_bond_count': 0, 'stereo_counts': {'none': 3}}",2,1,33.006,1,1,"{'atom_type_counts': {8: 2}, 'num_bonds_counts': {1: 2}, 'formal_charge_counts': {0: 2}, 'chirality_counts': {'unspecified': 2}, 'num_hydrogens_counts': {0: 1, 1: 1}, 'hybridization_counts': {'SP3': 2}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.15999)}","{'bond_type_counts': {'single': 1}, 'conjugated_bond_count': 0, 'ring_bond_count': 0, 'stereo_counts': {'none': 1}}",4,3,56.10799999999999,0,0,"{'atom_type_counts': {6: 4}, 'num_bonds_counts': {1: 2, 2: 2}, 'formal_charge_counts': {0: 4}, 'chirality_counts': {'unspecified': 4}, 'num_hydrogens_counts': {2: 2, 1: 1, 3: 1}, 'hybridization_counts': {'SP2': 2, 'SP3': 2}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.12011)}","{'bond_type_counts': {'double': 1, 'single': 2}, 'conjugated_bond_count': 0, 'ring_bond_count': 0, 'stereo_counts': {'none': 3}}"
18,rxn_36,ZEUS,"{'Hydroxyl': 2, 'Carbonyl': 0, 'Amine': 0, 'Carboxylic Acid': 0, 'Ester': 0, 'Ether': 0, 'Aromatic Ring': 0, 'Alkene': 0, 'Alkyne': 0, 'Halogen': 0, 'Nitro': 0, 'Sulfonyl': 0}",2,1,34.014,2,2,"{'atom_type_counts': {8: 2}, 'num_bonds_counts': {1: 2}, 'formal_charge_counts': {0: 2}, 'chirality_counts': {'unspecified': 2}, 'num_hydrogens_counts': {1: 2}, 'hybridization_counts': {'SP3': 2}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.15999)}","{'bond_type_counts': {'single': 1}, 'conjugated_bond_count': 0, 'ring_bond_count': 0, 'stereo_counts': {'none': 1}}","{'Hydroxyl': 0, 'Carbonyl': 0, 'Amine': 0, 'Carboxylic Acid': 0, 'Ester': 0, 'Ether': 0, 'Aromatic Ring': 0, 'Alkene': 1, 'Alkyne': 0, 'Halogen': 0, 'Nitro': 0, 'Sulfonyl': 0}",5,4,71.099,0,0,"{'atom_type_counts': {6: 4, 8: 1}, 'num_bonds_counts': {1: 2, 2: 3}, 'formal_charge_counts': {0: 5}, 'chirality_counts': {'unspecified': 5}, 'num_hydrogens_counts': {3: 1, 2: 1, 1: 2, 0: 1}, 'hybridization_counts': {'SP3': 2, 'SP2': 3}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.12808599999999998)}","{'bond_type_counts': {'single': 3, 'double': 1}, 'conjugated_bond_count': 2, 'ring_bond_count': 0, 'stereo_counts': {'none': 4}}",2,1,33.006,1,1,"{'atom_type_counts': {8: 2}, 'num_bonds_counts': {1: 2}, 'formal_charge_counts': {0: 2}, 'chirality_counts': {'unspecified': 2}, 'num_hydrogens_counts': {0: 1, 1: 1}, 'hybridization_counts': {'SP3': 2}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.15999)}","{'bond_type_counts': {'single': 1}, 'conjugated_bond_count': 0, 'ring_bond_count': 0, 'stereo_counts': {'none': 1}}",5,4,72.107,1,1,"{'atom_type_counts': {6: 4, 8: 1}, 'num_bonds_counts': {1: 2, 2: 3}, 'formal_charge_counts': {0: 5}, 'chirality_counts': {'unspecified': 5}, 'num_hydrogens_counts': {3: 1, 2: 1, 1: 3}, 'hybridization_counts': {'SP3': 2, 'SP2': 3}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.12808599999999998)}","{'bond_type_counts': {'single': 3, 'double': 1}, 'conjugated_bond_count': 2, 'ring_bond_count': 0, 'stereo_counts': {'none': 4}}"
19,rxn_37,ZEUS,"{'Hydroxyl': 2, 'Carbonyl': 0, 'Amine': 0, 'Carboxylic Acid': 0, 'Ester': 0, 'Ether': 0, 'Aromatic Ring': 0, 'Alkene': 0, 'Alkyne': 0, 'Halogen': 0, 'Nitro': 0, 'Sulfonyl': 0}",2,1,34.014,2,2,"{'atom_type_counts': {8: 2}, 'num_bonds_counts': {1: 2}, 'formal_charge_counts': {0: 2}, 'chirality_counts': {'unspecified': 2}, 'num_hydrogens_counts': {1: 2}, 'hybridization_counts': {'SP3': 2}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.15999)}","{'bond_type_counts': {'single': 1}, 'conjugated_bond_count': 0, 'ring_bond_count': 0, 'stereo_counts': {'none': 1}}","{'Hydroxyl': 0, 'Carbonyl': 0, 'Amine': 0, 'Carboxylic Acid': 0, 'Ester': 0, 'Ether': 0, 'Aromatic Ring': 0, 'Alkene': 0, 'Alkyne': 0, 'Halogen': 0, 'Nitro': 0, 'Sulfonyl': 0}",3,2,47.033,0,1,"{'atom_type_counts': {6: 1, 8: 2}, 'num_bonds_counts': {1: 2, 2: 1}, 'formal_charge_counts': {0: 3}, 'chirality_counts': {'unspecified': 3}, 'num_hydrogens_counts': {3: 1, 0: 2}, 'hybridization_counts': {'SP3': 3}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.14669666666666667)}","{'bond_type_counts': {'single': 2}, 'conjugated_bond_count': 0, 'ring_bond_count': 0, 'stereo_counts': {'none': 2}}",2,1,33.006,1,1,"{'atom_type_counts': {8: 2}, 'num_bonds_counts': {1: 2}, 'formal_charge_counts': {0: 2}, 'chirality_counts': {'unspecified': 2}, 'num_hydrogens_counts': {0: 1, 1: 1}, 'hybridization_counts': {'SP3': 2}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.15999)}","{'bond_type_counts': {'single': 1}, 'conjugated_bond_count': 0, 'ring_bond_count': 0, 'stereo_counts': {'none': 1}}",3,2,48.041000000000004,1,2,"{'atom_type_counts': {6: 1, 8: 2}, 'num_bonds_counts': {1: 2, 2: 1}, 'formal_charge_counts': {0: 3}, 'chirality_counts': {'unspecified': 3}, 'num_hydrogens_counts': {3: 1, 0: 1, 1: 1}, 'hybridization_counts': {'SP3': 3}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.14669666666666667)}","{'bond_type_counts': {'single': 2}, 'conjugated_bond_count': 0, 'ring_bond_count': 0, 'stereo_counts': {'none': 2}}"
